title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
Barbell Ab Roll Out - Gethin Variation,Standing Barbell Rollout,0.408,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",Strength,Abdominals,abs,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Barbell-Rollout.gif,a4dde2be-084b-4565-8022-188073d4d894,ba1e32d4-39e7-47cd-a717-ec646f7ac2a0
30 Barbell Floor Wiper,Half Wipers,0.5323,"The barbell floor wiper is a core exercise in which the barbell is held in the locked-out position of a floor press, and the hips and legs are rotated side to side. It targets the oblique muscles of the lateral abdomen, but is also seriously challenging to the deep core and rectus abdominis or ""six-pack"" muscles.",Strength,Abdominals,abs,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Half-Wipers.gif,ca54d5b0-c76e-4188-83ee-12606379a028,2c50f129-3d2a-48e1-ab64-0f75eb7432c5
30 Barbell Roll-Out,Standing Barbell Rollout,0.4982,"The barbell roll-out is an abdominal exercise that utilizes a barbell in the place of an ab roller. It is best performed with a barbell that has rotating collars, and is considered more difficult than other ab roller variations. Many lifters may not be able to perform a single rep at first, but once they can perform these for reps, they'll be rewarded with a seriously strong core.",Strength,Abdominals,abs,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Standing-Barbell-Rollout.gif,a05e0ad2-543c-4735-b174-392f1a3c4fd6,ba1e32d4-39e7-47cd-a717-ec646f7ac2a0
Decline plate sit-up,Decline Cable Fly,0.5031,"The decline plate sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.",Strength,Abdominals,chest,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Decline-Cable-Fly.gif,22d69045-9c5e-4c19-82bb-1e073130d562,a2609b9a-4dba-4898-b3b3-ba6d8d39b206
KV Barbell Hip Thrust,Barbell Thruster,0.6164,No description available,Strength,Abdominals,shoulders,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/thruster.gif,0cbd20a3-359a-468f-a10c-9d0db9b313fb,b70eac51-1723-41ea-a555-a09190ed7c0d
Advanced Kettlebell Windmill,Dumbbell Windmill,0.5202,No description available,Strength,Abdominals,abs,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif,b8c1c519-a858-4ec2-87af-bfcd846c18ff,edaad500-79d5-415e-a618-a82fb0576867
Kettlebell Pass Between The Legs,Dips Between Chairs,0.4896,No description available,Strength,Abdominals,chest,Kettlebells,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dips-Between-Chairs.gif,9ed5f8e6-8650-4ed9-92e5-1cfe7bce3202,b9c2b8ea-520e-42f4-8ac8-b9fc374e7ded
Kettlebell 3-point leg extension,Seated Banded Leg Extension,0.4011,"The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.",Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Seated-Banded-Leg-Extension.gif,9d953374-2d19-401d-9149-140c6b0d9db6,5943caf3-9412-41de-ac94-2cb9938ebf98
Burpee over kettlebell,Burpees,0.6523,"The burpee over kettlebell is a more advanced version of a popular conditioning exercise. If you're performing a circuit that already has both burpees and kettlebell movements, it's a simple way to provide a novel stimulus to the muscles of the lower body and create a more athletic style of training.",Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif,58498aaa-c006-4bb0-92b5-4fd27f48ba8f,c4d195ea-2a3c-4736-bb0a-9fda9cb275a6
Kettlebell toe-touch,Standing Toe Touch,0.6102,"The kettlebell toe-touch is a more difficult version of a highly popular abdominal movement usually done for high reps. The simple addition of a weight makes the toe-touch far more difficult, providing a different stimulus to the core during training.",Strength,Abdominals,abs,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Toe-Touch.gif,d7007259-27ce-47e9-9758-91e1c1ab975a,4578902b-0274-4155-933f-064178f5df34
Two-way swing,Swing 360,0.3848,"The two-way kettlebell swing is an exercise that alternates a chest-height kettlebell swing (sometimes called a ""Russian"" or ""hardstyle"" swing) with an overhead kettlebell swing (sometimes called an ""American"" swing). Both swing variations work many of the same muscles, such as the hamstrings, glutes, and core, but because the weight must travel farther in the overhead swing, it's slightly more metabolically demanding and works the upper back and shoulders more. This combo can be performed for time or reps and works especially well in circuit-style or full-body training. If you can't perform the overhead swing without lower back or shoulder pain, just perform the chest-height swing.",Strength,Abdominals,back,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2023/06/Swing-360.gif,98f222cb-7c1b-477b-b3ad-ce760289b0c4,d7a9ea20-e615-4021-9445-980777bda41e
Kettlebell crab reach,Kettlebell Deadlift,0.4424,"The kettlebell crab reach is a kettlebell pressing exercise in which the lifter presses a kettlebell overhead while in a modified single-arm bridge position. The simple addition of a weight makes the reach far more difficult, challenging the muscles of the back, shoulders, glutes, and core.",Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,af6b0d3d-238b-4933-a179-00dea1596aff,8e29e022-7883-4513-bc53-36f27d0c4836
Taylor Single-Arm Kettlebell Swing,One Arm Kettlebell Swing,0.6389,No description available,Strength,Abdominals,full-body,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/One-Arm-Kettlebell-Swing.gif,b3945473-485a-41fa-95bf-196369ac51d2,49862e3f-6ea5-4b66-9c54-984cd1f11b7c
Holman Kettlebell Up to Elbow Down,Kettlebell Deadlift,0.4089,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,d5e0efc2-1ab5-4f66-bbbf-f99cbadd6726,8e29e022-7883-4513-bc53-36f27d0c4836
FYR2 Double-Kettlebell Ski,Double Arm Dumbbell Curl,0.437,No description available,Strength,Abdominals,biceps,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Double-Arm-Dumbbell-Curl.gif,d3681972-55ce-42a1-b6fe-aa8119c8124f,9a0b4f7b-ed5a-4617-b0c0-0076c5b8d54f
FYR2 Kettlebell Hike,Kettlebell Deadlift,0.4341,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,6539974b-935c-4cde-b627-b47ba9d2a2bf,8e29e022-7883-4513-bc53-36f27d0c4836
FYR2 Kettlebell Cross-Body Catch,Cross Body Push-up,0.5188,No description available,Strength,Abdominals,full-body,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif,b38404ca-e875-4360-a83e-97c19023ef34,bc4c077f-0fd8-42c4-b9e6-dbfabf81d8ec
FYR2 Kettlebell Duck Walk,Kettlebell Deadlift,0.4002,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,656f81aa-b34c-4b9b-9a5e-eef39dfdc2fd,8e29e022-7883-4513-bc53-36f27d0c4836
FYR2 Kettlebell Get-Up Reach,Kettlebell Deadlift,0.4207,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,ce2d50f3-efb9-4a09-8cbe-e317050c5ffa,8e29e022-7883-4513-bc53-36f27d0c4836
FYR2 Kettlebell Juggle,Kettlebell Deadlift,0.3645,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/kettlebell-deadlift.gif,8f902372-3a10-49a7-9b59-0a616649cfda,8e29e022-7883-4513-bc53-36f27d0c4836
FYR2 Squat-Clean-Alternating-Press Complex,Squat mobility Complex,0.4407,No description available,Strength,Abdominals,leg,Kettlebells,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Squat-mobility-Complex.gif,ab651933-93cf-40ab-96ac-50174fc38b4d,171d9840-f8d1-4545-b1a1-950692fe4488
Dumbbell V-Sit Cross Jab,T-Cross Sit-up,0.6175,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/T-Cross-Sit-up.gif,4a226d68-66bc-46e9-9c55-422959225238,e1d4694e-82dd-49ae-818e-85e8b8ecc28c
Dumbbell spell caster,Dumbbell Curl On Arm Blaster,0.3638,"The dumbbell spell caster is an exercise that primarily targets the abdominal muscles such as the obliques. However, it also works shoulders, back, hips, and legs, and demands all of those muscles work together in a coordinated motion. It is usually performed with relatively light weights for moderate to high reps, at least 8-12 reps per side. Make sure to only use a weight you can control.",Strength,Abdominals,biceps,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Dumbbell-Curl-On-Arm-Blaster.gif,8dee9ecf-cf36-4e28-af21-1657c3cf1220,61ff4d6f-89f8-426b-9f09-dbe676fe4392
Dumbbell crunch,Dumbbell V-up,0.5396,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,575e5c8c-c450-4af5-98fe-c0e9d8e79194,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell Fix Dumbbell Sprawl,Dumbbell V-up,0.605,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,d7dd7c67-b08d-471e-9fd5-6cb3af25bebc,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell Fix Dumbbell Mountain Climber,Dumbbell V-up,0.4839,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,461c065f-563d-4829-8665-fbbdfe526f56,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell Fix Dumbbell Russian Twist,Dumbbell V-up,0.5244,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,d0b20350-2072-4dbe-92b4-793278f8ab46,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell Fix Dumbbell Pull-Over,Dumbbell V-up,0.6665,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,babffb2c-4d0c-4c2d-9296-e1a00e09cfd7,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell Fix Dumbbell Front Squat,Dumbbell Jump Squat,0.6328,No description available,Strength,Abdominals,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/Dumbbell-Jump-Squat.gif,524ce4cf-3f08-4770-a002-56a84ef3ea4f,dae716b9-bb97-45a8-bf34-e53b51de4a5d
Dumbbell Fix Full Man Maker,Full Crunch Machine,0.3405,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Full-Crunch-Machine.gif,db12fc09-312a-4197-b26e-99d0056b7c42,b967ed7c-ce7c-476b-a24d-fdea9475be41
Dumbbell T-hold,Dumbbell V-up,0.5457,"The dumbbell T-hold is a static exercise that primarily targets the obliques, although it also works the shoulders and upper back. It involves holding a dumbbell in the air while in a side plank position. It is usually performed for timed holds, although it can be performed dynamically for reps as a plank with dumbbell rotation.",Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,c85d1356-db2e-4282-a452-35c024795ede,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Dumbbell hollow-body floor press,Dumbbell Z Press,0.4321,The dumbbell hollow-body floor press combines upper-body strength and core work in one move.,Strength,Abdominals,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Dumbbell-Z-Press.gif,21167b0c-4287-469e-83e9-4cbb491109ba,5ae2f6ba-b82c-41c2-bb30-075a1ce5efde
Dumbbell Crunch - Gethin Variation,Dumbbell V-up,0.4206,"The dumbbell crunch is a more difficult version of a highly popular abdominal movement. The simple addition of a weight makes the crunch far more difficult, providing a different stimulus to the core during training.",Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,5f9209bb-b39f-40b6-aa11-e48d9570f92b,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Single-arm dumbbell crunch,Single Arm Push-up,0.5123,"The single-arm dumbbell crunch is a more difficult version of a highly popular abdominal movement. Adding a weight to one side makes the crunch far more difficult to your rectus abdominis or ""six-pack"" muscles, as well as the obliques and deep core muscles.",Strength,Abdominals,triceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Single-Arm-Push-up.gif,5a9b4627-c216-4f3c-a086-8be79c31e7a3,f38f07ce-2322-41ca-b7f6-c9b26c639508
HM Alternating Dumbbell Plank Row,Seated Alternating Dumbbell Curl,0.6694,No description available,Strength,Abdominals,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,21e16327-735b-4e67-8ed1-80e778efa393,98334714-b20d-4c97-a9d9-e544e51a0c02
Dumbbell straight-legged hip raise,Dumbbell Raise,0.5184,The dumbbell straight-legged hip raise works the hips and glutes. It requires and teaches body control and coordination.,Strength,Abdominals,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Raise.gif,763bd13f-8448-48e4-8033-5930db9ecc71,ea4a4d10-0692-48ec-ab4d-32f848726548
Seated leg tuck with dumbbell,Seated Dumbbell Front Raise,0.4723,The seated leg tuck with dumbbell is an ab exercise requiring only a bench and a dumbbell. It's commonly performed for high reps as a burnout at the end of a core workout.,Strength,Abdominals,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/10/seated-dumbbell-front-raise.gif,a9532f49-7495-4f9f-bade-f6193949556e,16c6bcd5-057f-40bf-90d0-c7143ee19d15
Dumbbell V-sit cross jab-,T-Cross Sit-up,0.6175,"The dumbbell V-sit cross jab is a hybrid movement that trains the abdominal and shoulder muscles simultaneously. It can address multiple muscle groups in a time-efficient muscle-building or circuit-style workout, while also providing a cardiovascular challenge.",Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/T-Cross-Sit-up.gif,6179f402-f536-402f-aeef-dc2ea36ebd84,e1d4694e-82dd-49ae-818e-85e8b8ecc28c
30 Hanging Leg Raise With Dumbbell,Hanging Side Knee Raises,0.6387,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Hanging-Side-Knee-Raises.gif,63a311fa-1636-47ae-bb09-2e1656cc558d,0e60049a-3dad-4517-b3a8-ee293da19b9b
Dumbbell Get-Up Sit-Up,Dumbbell V-up,0.6143,No description available,Strength,Abdominals,abs,Dumbbell,Expert,,https://fitnessprogramer.com/wp-content/uploads/2021/10/Dumbbell-V-up.gif,4a600f95-8a7d-4cfc-9853-4b851669764d,a76d8e2a-9efb-483d-a8f0-f61498c2f4ec
Holman Right Side Plank with Left Triceps Press,Front to Side Plank,0.3636,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-to-Side-Plank.gif,113a2c96-f629-43c0-9041-a3572ef3307f,cb995e4b-5fb7-4454-8df9-b1a6aad2ac76
Holman Left Side Plank with Right Triceps Press,Front to Side Plank,0.3636,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Front-to-Side-Plank.gif,62a35c47-543b-4bd5-a537-020800514588,cb995e4b-5fb7-4454-8df9-b1a6aad2ac76
Holman Boat with Feet Push-Out and Overhead Press,Push Press,0.3592,No description available,Strength,Abdominals,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/push-press-1.gif,18404051-7f7a-4597-a982-4bed7223721f,6a02c8c4-7276-44bb-84e2-a2036b46e735
Holman Hovering Plank Row,Reverse Plank,0.2747,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Reverse-plank.gif,e03be6e2-fd52-44d2-b80d-39619c56d3ee,0f764094-2ab8-43c2-bcea-c285da8e555d
Holman Weighted Seated Killer Abs to Russian Twist,Weighted Lying Twist,0.4521,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/weighted-lying-twist.gif,806cd3f8-6f8c-4045-a714-4d4c359b6808,725ea31c-5093-4de8-bbdb-c2fe705c77a7
Holman Straight Plank Dumbbell Reach-Under,Dumbbell Straight Leg Deadlift,0.4275,No description available,Strength,Abdominals,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Dumbbell-Straight-Leg-Deadlift.gif,8deec490-b2b9-404c-8a86-f33c1c3567e1,788a149d-dc32-4625-b35a-c9e95794d866
Holman Straight-Arm Side Plank Overhead Press to Chest Press,Lever One Arm Chest Press,0.428,No description available,Strength,Abdominals,chest,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Lever-One-Arm-Chest-Press.gif,d611cb3e-04bb-47b9-8118-9f7cba1459f6,87069922-75dd-4911-ab2a-dfce665f8e64
Holman Weighted Burpee to Pike,Burpees,0.554,No description available,Strength,Abdominals,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif,269dd411-545d-408c-9506-82354c86c258,c4d195ea-2a3c-4736-bb0a-9fda9cb275a6
Holman Straight-Legged Boat Chest Press,Straight Bar Dip,0.3687,No description available,Strength,Abdominals,full-body,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/01/Straight-Bar-Dip.gif,c21311c2-29dd-4676-a527-324aa3722eef,27e268e4-b829-4ddf-8c8e-679378df19fd
Holman Weighted Burpee to Side Delt Raise,Burpees,0.4994,No description available,Strength,Abdominals,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/burpees.gif,a9f767fa-5ae8-461b-bc98-e1df3dda580d,c4d195ea-2a3c-4736-bb0a-9fda9cb275a6
Holman Heavy Double Pike,Double Leg Stretch,0.4015,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Double-Leg-Stretch.gif,d666b3d6-3a73-45e8-9205-6f49c5bc9a6d,423c16e9-9321-4652-b9ac-eba1ca55bdb6
Holman Heavy Double Split Pike,Double Leg Stretch,0.3597,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Double-Leg-Stretch.gif,a215a6fc-7ae9-404d-8334-497356590694,423c16e9-9321-4652-b9ac-eba1ca55bdb6
MetaBurn Alternating Dumbbell Sit-Through,Dumbbell Pull Through,0.5831,No description available,Strength,Abdominals,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif,0141b8d5-8318-4cae-81f7-741f450486df,6f11ebfc-6925-40ba-9a49-9018351b7d48
MetaBurn Alternating Plank Row With Dumbbell Pull-Through,Dumbbell Pull Through,0.6169,No description available,Strength,Abdominals,leg,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Dumbbell-Pull-Through.gif,7fca773f-1a50-4da2-81a0-927e011e333c,6f11ebfc-6925-40ba-9a49-9018351b7d48
MetaBurn Alternating Plank Row With Push-Up,Band Alternating Low Row with Twist,0.5112,No description available,Strength,Abdominals,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternating-Low-Row-with-Twist.gif,7c5f232e-a684-49a1-9f91-4a2feacb754b,b8f9d090-db14-4040-b418-530712f47504
MetaBurn Dumbbell Russian Twist,Ball Russian Twist throw with partner,0.5081,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Ball-Russian-Twist-throw-with-partner.gif,ae54264c-2961-4811-9305-0ce481b93af3,a0b96102-09e9-4dc0-9760-e8bb089c7b9c
MetaBurn Dumbbell Toe-Touch,Standing Toe Touch,0.5295,No description available,Strength,Abdominals,abs,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Standing-Toe-Touch.gif,6de3cd22-dee2-4a7b-875f-e36c0329df20,4578902b-0274-4155-933f-064178f5df34
MetaBurn Plank To Alternating Row,Band Alternating Low Row with Twist,0.4527,No description available,Strength,Abdominals,back,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Alternating-Low-Row-with-Twist.gif,ae5dff0a-052d-46d6-a493-c31ade178e54,b8f9d090-db14-4040-b418-530712f47504
Standing dumbbell knee crunch-,Dumbbell Standing Palms In Press,0.5051,"The standing dumbbell knee crunch is a great way to train the abs while standing up. Additionally, the deltoids are worked because the lifter holds a pair of dumbbells overhead throughout.",Strength,Abdominals,shoulders,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/Dumbbell-Standing-Palms-In-Press.gif,4cebc420-9549-4375-a4d6-89ddce38bbc2,d47c32be-1913-4330-803b-c3792d082d3b
