title,matched_gif_title,similarity,description,category,body_part,target_muscle_gifsrc,equipment,difficulty_level,rating,gif_url,source_a_id,source_b_id
Cross-Body Crunch,Cross Body Push-up,0.7267,"The elbow-to-knee crunch is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif,f93cd166-d683-4980-b825-d604ff9b0a86,bc4c077f-0fd8-42c4-b9e6-dbfabf81d8ec
Ab bicycle,Bicycle Crunch,0.7949,"The ab bicycle is a bodyweight movement that targets the muscles of the abs, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bicycle-Crunch.gif,9b2be383-7177-4084-9523-6afb13822f19,49c2f0e2-7654-4e0e-b0e0-f4884ced1f57
Alternating heel-touch,Heel Touch,0.7484,"The alternating heel-touch is a popular bodyweight exercise that targets the obliques, as well as the rectus abdominis, or ""six-pack"" muscles. It can be performed for time or reps as part of any abs-focused circuit or workout.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Heel-Touch.gif,5a0db301-49f8-4748-88dc-c850b9f0176d,db3605ce-6dc8-4b95-8ba0-80a8a93b2cac
Sit-up,L-Sit,0.7723,"The sit-up is a popular bodyweight exercise focused on the abdominal muscles. It has also been used as part of military, tactical, and scholastic fitness tests for many years. It can be performed for time or reps, with the feet anchored or free, on flat ground or a bench.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/09/L-Sit.gif,25fce8a7-e9ac-41d0-8017-16c4db835ce9,f070c4e6-8561-4185-9b8f-2bdef417535d
Lying oblique crunch,Oblique Floor Crunches,0.7012,The lying oblique crunch is a bodyweight exercise targeting the oblique muscles. It can be performed for a specific number of reps or to fatigue or failure as part of the ab-focused portion of any workout.,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Oblique-Floor-Crunches.gif,02cfe2ce-230e-4a3d-ba95-fb14a8b59452,5f13fe1b-b778-4c4f-a879-bcc7901f38d0
Toe Touchers,Lying Toe Touches,0.6884,"The toe-touch is a bodyweight movement that targets the muscles of the abs, the rectus abdominis or ""six-pack"" muscles in particular. It can be performed for time or reps in the ab-focused portion of any workout.",Stretching,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Lying-Toe-Touches.gif,a309cd2e-de5b-49f7-ad66-f59520b77fba,c9224ea4-e56c-46ae-866e-765b4033a5ea
Seated Scissor Kick,Arm Scissors,0.7788,No description available,Strength,Abdominals,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Arm-Scissors.gif,7ed25a5e-81a6-426c-a209-38eaae77a2de,e7f0cbe8-ceeb-4e55-a4a5-00a5794cf7f9
Long sit-up,Long Jump,0.717,"The long sit-up is an advanced version of the sit-up exercise that is performed with the hands reaching over the head. This lengthens the torso, making it harder for the abs to contract and lift the upper body. Long sit-ups can be performed for time or for reps, with the feet anchored or free.",Strength,Abdominals,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/03/Long-Jump-Plyometrics.gif,25bcb51b-2880-4a32-856c-90708ea9d1c1,3bb8de50-d39e-4e90-9070-8f7ccd440591
FYR Knees to Chest,Single Knee To Chest,0.7069,"The hollow-body alternating knee-to-chest is a core exercise that involves bending the legs while holding the hips and shoulder blades off the ground. It targets the rectus abdominis or ""six-pack"" muscles. It can be performed for time or reps in the ab-focused portion of any workout.",Strength,Abdominals,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Single-Knee-To-Chest-Stretch.gif,18354c55-60a9-4128-98d9-3d0354365b3f,6d4de4e5-35f1-46ec-94a3-07ffce1825b6
Alternating lying leg raise,Alternate Lying Floor Leg Raise,0.6951,"The alternating lying leg lift is a popular bodyweight exercise targeting the muscles of the abs, the rectus abdominis or “six-pack” muscles in particular. It can be performed for time or reps in the core-focused portion of any workout.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Alternate-Lying-Floor-Leg-Raise.gif,34c06166-90c7-4aaa-a836-e475af5877b0,82b39596-79f5-4c76-8cd4-74e27406173e
HM Bicycle,Bicycle Crunch,0.8194,No description available,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bicycle-Crunch.gif,8fcb9169-959a-424b-a2fb-2c68f7312713,49c2f0e2-7654-4e0e-b0e0-f4884ced1f57
HM Cross-Over Crunch,Half Cross Crunch,0.7272,No description available,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Half-Cross-Crunch.gif,5080ca0b-d853-471b-b447-4801f78f8df1,a1fe3b75-fd0f-4642-8f44-4ed4322c6fab
Single-leg curl up,Lever Single Leg Curl,0.7707,"The single-leg curl up is a bodyweight abdominal movement that teaches and reinforces abdominal “bracing” for strength training. It is usually performed along with variations of the bird dog and side plank as the “McGill big three.” The curl up can be performed for time or for reps, with or without pauses at the top position, as part of a warm-up or the core-focused component of any workout.",Strength,Abdominals,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Lever-Single-Leg-Curl.gif,a7a38e1f-9c6e-41d0-8c33-07d389c3f8f1,e312a666-db25-4cfa-9ea5-e37aee2e4b4f
Single-kettlebell windmill,Dumbbell Windmill,0.6987,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.",Strength,Abdominals,shoulders,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/07/Dumbbell-Windmill.gif,6b6426a2-e911-4bf5-9b9b-bb3868705f93,7e0c9e7f-05fa-40cc-a3e6-caf8ce48a129
UNS Pec stretch,Back Pec Stretch,0.7535,No description available,Strength,Abdominals,chest,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Back-Pec-Stretch.gif,95bd9133-b3d4-44b4-b848-ca690e95f862,132e26a6-3d17-4773-b3a2-6ef1c501fdeb
Ab wheel roll-out,Ab Wheel Rollout,0.7388,The ab wheel roll-out is an exercise targeting the abdominals using an inexpensive wheel device with a handle on either side. Many trainers and strength coaches claim it's one of the best exercises for developing strength in the midsection. Beginners may have to start with a limited range of motion or just wheel planks.,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/06/Ab-Wheel-Rollout.gif,83cf2277-27c5-430c-b286-57727d05e0d2,7d66c3e9-82bc-43c5-b284-633ab5e74a1f
Cross-body sit-up,Cross Body Push-up,0.8144,"The cross-body sit-up is a bodyweight exercise targeting the ab muscles, the obliques and rectus abdominis or ""six-pack"" muscles in particular. It involves bringing the opposite-side knee and elbow together, usually alternating sides with each rep. It can be performed for time or reps as part of the ab-focused portion of any workout.",Strength,Abdominals,full-body,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Cross-Body-Push-up_Plyometric.gif,cd5785c1-62e8-4d51-b5a3-c24feb9ed57d,bc4c077f-0fd8-42c4-b9e6-dbfabf81d8ec
30 Landmine Twist,Landmine T-Bar Row,0.6884,"The landmine twist is a rotational abdominal movement performed utilizing an angled barbell anchored at floor level in a landmine device. It can also be performed by sticking a barbell in the corner of a room, preferably in a towel to protect the walls. It targets the deep muscles of the core, including both the obliques and the transversus abdominus. It can be done fast or slow, for time or reps, either in traditional muscle-focused rep ranges such as 8-12 reps per side.",Strength,Abdominals,back,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/t-bar-rows.gif,135fed9b-16d0-4918-8c2a-d97baaf9ab1e,312b27ba-1889-4235-8036-586c8eb680cb
Parallel bars leg raise,Parallel Bar Dips,0.6841,"The parallel bars leg raise is a bodyweight exercise that targets the abs. It is performed on parallel bars, starting in the top position of a dip. Leg raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training. However, this difficult variation may require some time to build up to those rep ranges.",Strength,Abdominals,triceps,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/04/parallel-bar-dip.gif,549b4284-0cbc-490a-bc47-83ddb44b0f1e,5936808b-64b6-4af9-abbc-1c85c7b685e7
Bench oblique crunch,Oblique Floor Crunches,0.6957,"The bench oblique crunch is an exercise that targets the obliques, the muscles running alongside the rectus abdominis. The range of motion is fairly small, but it still does a great job of working these hard-to-isolate muscles. Like most crunch variations, it is usually performed for moderate to high reps, such as 8-12 reps per set or more.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Oblique-Floor-Crunches.gif,dd961120-e247-4fca-a69b-56972b20f845,5f13fe1b-b778-4c4f-a879-bcc7901f38d0
Holman Elbow Plank,Side Plank Knee to Elbow,0.6849,No description available,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Side-Plank-Knee-to-Elbow-.gif,4ca5d9eb-79af-493f-bdc1-5af0fcfb3e92,e0d42756-de6e-46c6-9285-7fe8df347462
Holman Bicycle,Bicycle Crunch,0.767,No description available,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Bicycle-Crunch.gif,c8f052fc-76ea-4062-8f45-c05a0e34ee81,49c2f0e2-7654-4e0e-b0e0-f4884ced1f57
MetaBurn Scapular Retraction Plank,Seated Scapular Retraction Exercise,0.7924,No description available,Strength,Abdominals,trapezius,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif,4076626b-7f29-494f-b5c3-6471312f722e,49d9f0ad-7677-4944-8858-8a636d578fcb
MetaBurn Scapular Retraction Plank Hold,Seated Scapular Retraction Exercise,0.7591,No description available,Strength,Abdominals,trapezius,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Seated-Scapular-Retraction-Exercise.gif,6dadba59-cfc8-4a56-b36f-dd57ce1b861a,49d9f0ad-7677-4944-8858-8a636d578fcb
Alternating hanging knee raise,Hanging Side Knee Raises,0.7332,"The alternating hanging knee raise is an exercise targeting the abs, but which also works the lats and hip flexors. Rather than performing both legs at a time, you lift one knee at a time and alternate with each rep as if marching in place. Knee raises are often performed for moderate to high reps, such as 8-12 reps or more, as part of ab-focused training.",Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Hanging-Side-Knee-Raises.gif,1b3b6dae-4bb6-4989-b09c-643ba612a967,0e60049a-3dad-4517-b3a8-ee293da19b9b
Plank To Sphinx,Sphinx Stretch,0.745,No description available,Strength,Abdominals,neck,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/05/Sphinx-Stretch.gif,284a3a9d-def5-4037-9256-fa82a801e9ec,999c0d27-3206-4266-9415-5a6a509368e7
Hanging Leg Raises,Hanging Side Knee Raises,0.7784,No description available,Strength,Abdominals,abs,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Hanging-Side-Knee-Raises.gif,c9ea8d7d-cf4b-435f-a52f-4b128b0a21e8,0e60049a-3dad-4517-b3a8-ee293da19b9b
Partner front Russian twist and pass,Ball Russian Twist throw with partner,0.7153,"The partner front Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout.",Strength,Abdominals,abs,Medicine Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Ball-Russian-Twist-throw-with-partner.gif,06826994-797e-4b4a-a785-18b839603f15,a0b96102-09e9-4dc0-9760-e8bb089c7b9c
Partner side Russian twist and pass,Ball Russian Twist throw with partner,0.7289,"The partner side Russian twist and pass is a weighted version of a popular abdominal training exercise that also utilizes a training partner to add another dynamic component. It primarily targets the oblique muscles, as well as the deep muscles of the core and the rectus abdominis or ""six pack"" muscles. It can be done for reps or time in an ab-focused portion of any workout.",Strength,Abdominals,abs,Medicine Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/09/Ball-Russian-Twist-throw-with-partner.gif,31df3ea6-1b1c-4482-a620-ca3b49f513cd,a0b96102-09e9-4dc0-9760-e8bb089c7b9c
Medicine ball pass,Medicine Ball Push-Up,0.7391,"The medicine ball pass is a simple partner-based exercise that involves throwing a weighted ball back and forth. It can be part of a dynamic warm-up for lifting or athletics, but can also work as active rest or as a component of circuit training.",Strength,Abdominals,triceps,Medicine Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif,917093d8-060b-48b2-88d3-ff0df9525b25,14d97bf8-6a88-4499-93b6-517de2bc984a
Medicine ball twist,Medicine Ball Push-Up,0.7673,"The medicine ball twist is an exercise targeting the abdominal muscles, particularly the obliques. It is similar in many ways to a Russian twist exercise. The ball is held tight to the chest throughout the movement, and then the torso is rotated from side to side for the desired number of reps or a set amount of time.",Strength,Abdominals,triceps,Medicine Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/08/Medicine-Ball-Push-Up.gif,b4450c55-5d7e-444a-af9c-a31180422cf4,14d97bf8-6a88-4499-93b6-517de2bc984a
Exercise ball crunch,Exercise Ball Frog Crunch,0.7703,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo focusing on a hard contraction, or for higher reps.",Strength,Abdominals,abs,Exercise Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Exercise-Ball-Frog-Crunch.gif,7f5eb471-1c6c-4461-8fe3-42b072a5dbe3,8ead67c7-de85-4600-8fa8-7be6617c5836
Weighted Ball Side Bend,Weighted Side Bend On Stability Ball,0.6899,No description available,Strength,Abdominals,abs,Exercise Ball,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Weighted-Side-Bend-on-stability-ball.gif,b56c8146-49dc-44c1-9941-e13b6bf123b5,fe8b17cd-8ca6-434e-a0e3-8b39a8cd25aa
Swiss Ball Ab Roll-Out,Swiss Ball Rollout,0.7177,"The exercise ball roll-out is an exercise that strengthens the core, shoulders and upper- back muscles. It starts in a plank-style position, with the arms resting on a ball. Then, you roll the ball out in front of you as far as you can while maintaining a strong, neutral spinal position. The lack of stability from the ball increases the degree of difficulty. This is a difficult movement, and beginners may need to use a limited range of motion.",Strength,Abdominals,abs,Exercise Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/swiss-ball-rollout.gif,1cc2e0b7-afc1-45f3-8cb0-590eb6715337,3c8889e6-0ad9-4f43-8996-9010d872d8f2
AM Ball Crunch,Exercise Ball Frog Crunch,0.6978,"The exercise ball crunch is a popular gym exercise targeting the abdominals. Unlike crunches on the floor or a bench, by using a ball, you can increase the range of motion and both stretch and contract the abs on every rep. The ball crunch can be performed for low reps with a slower tempo, focusing on a hard contraction, or for higher reps.",Strength,Abdominals,abs,Exercise Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/08/Exercise-Ball-Frog-Crunch.gif,ed0fadae-0445-40d1-a384-2c95df45d97b,8ead67c7-de85-4600-8fa8-7be6617c5836
Hanging exercise ball leg raise,Hanging Side Knee Raises,0.7102,"The hanging exercise ball leg raise is an exercise targeting the abs and hip flexors. Instead of resting the forearms on the pads of an apparatus, it's performed hanging from a bar with an exercise ball held between the legs.",Strength,Abdominals,abs,Exercise Ball,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/10/Hanging-Side-Knee-Raises.gif,3ae071b5-b1ed-4a68-95de-f4ad6f0caac9,0e60049a-3dad-4517-b3a8-ee293da19b9b
Band Hip Adductions,Hip Adduction Machine,0.8134,No description available,Strength,Adductors,leg,Bands,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/HIP-ADDUCTION-MACHINE.gif,04f08181-b3bf-4e5e-8707-998765cc946b,b05e57f1-1f76-4a97-b0be-98b746bb4b5f
Lateral Band Walk,Resistance Band Lateral Walk,0.7265,No description available,Strength,Abductors,leg,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Resistance-Band-Lateral-Walk.gif,36dbb2b3-fbfa-4c86-8832-01ab5cef2d68,33055719-7dcc-4599-bce6-5a1f0d71d77e
Side Leg Raises,Side Arm Raises,0.7949,No description available,Stretching,Adductors,shoulders,Body Only,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2021/02/arm-circles.gif,ff2d1f27-a282-4d45-867f-78b48fa70d4f,7568c6c0-c056-4ec5-8a28-d5edf17ebb61
Side-To-Side Adductor Stretch,Standing Wide Leg Adductor Stretch,0.6917,No description available,Strength,Adductors,leg,Body Only,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Standing-Wide-Leg-Adductor-Stretch.gif,71274ddf-9800-4b5a-afd5-9996784a7298,e6358b85-97f2-4935-941d-cfbcd3129568
Incline dumbbell biceps curl,Cable Incline Biceps Curl,0.7964,"The incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle, which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or arm-focused training.",Strength,Biceps,biceps,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif,e46f99b1-f647-479b-9cd9-78bb4e6fd524,76675098-d25f-457e-aa63-93e5854a157e
Band standing concentration curl,Biceps Leg Concentration Curl,0.7799,"The band standing concentration curl is a variation of a popular biceps-focused exercise utilizing a band instead of a dumbbell. It allows you to focus on one biceps at a time and really squeeze out intense peak contractions. Band concentration curls are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or arm-focused workout.",Strength,Biceps,biceps,Bands,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/04/Biceps-Leg-Concentration-Curl.gif,ddb80ffb-cda0-4538-b872-59dccb6b9842,3d8ff785-5b61-4cfb-a63c-c4929a63b2ac
Barbell Curl,Barbell Reverse Curl,0.7255,"The barbell curl is an arm exercise that is also one of the most recognizable movements in all of bodybuilding and fitness. It helps build sleeve-popping biceps and allows heavier loading than many other curl variations. It is usually performed in moderate to high reps, such as 8-12 reps per set, as part of the arm-focused portion of any workout.",Strength,Biceps,forearm,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Barbell-Reverse-Curl.gif,2cc824c5-68a8-44ec-910e-3fb20e581a04,fa30adc9-467c-4a20-8621-68c0d5295ffa
Standing band biceps curl,Band Biceps Curl,0.7847,The standing band biceps curl is an arm-focused exercise using a band for resistance. This variation is usually performed for moderate to high reps as part of an arms-focused or upper-body workout.,Strength,Biceps,biceps,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Band-Biceps-Curl.gif,7cc5a142-f5ce-49ab-912c-2f8a59c4387a,13a520d2-95de-46be-8459-8dfd750c168c
30 Arms Incline Biceps Curl,Cable Incline Biceps Curl,0.7562,No description available,Strength,Biceps,biceps,Barbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/12/Cable-Incline-Biceps-Curl.gif,a67b1816-05d9-4aaf-9fb9-6ec1721eaeb0,76675098-d25f-457e-aa63-93e5854a157e
Incline Hammer Curls,Incline Dumbbell Hammer Row,0.7865,No description available,Strength,Biceps,back,Dumbbell,Beginner,,https://fitnessprogramer.com/wp-content/uploads/2022/02/Incline-Dumbbell-Hammer-Row.gif,b4e023ef-8aee-41be-8f0c-c2f4e572de1e,bed37f49-0926-405a-be87-f3a44fbcaa83
Dumbbell Bicep Curl,Dumbbell Curl,0.7483,"The dumbbell biceps curl is a single-joint exercise for building bigger and stronger biceps. Popular among gym goers of all experience levels, this move can be done seated or standing. It is generally performed for moderate to high reps, such as 8-12 reps or higher, as part of the arm-focused portion of a workout.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2021/02/Dumbbell-Curl.gif,5c12f6ff-5e7c-4df3-950f-0315b465803f,6df2d760-52e5-490f-8cc3-4fb87fa1194b
Alternating incline dumbbell biceps curl,Seated Alternating Dumbbell Curl,0.686,"The alternating incline dumbbell biceps curl is an exercise targeting the biceps and performed face up on an incline bench. This creates a vertical arm angle which helps to isolate the biceps and limit involvement of the shoulder muscles. This curl variation is usually performed for moderate to high reps, such as 8-12 rep per arm or more, as part of upper-body or arm-focused training.",Strength,Biceps,biceps,Dumbbell,Intermediate,,https://fitnessprogramer.com/wp-content/uploads/2022/06/Seated-dumbbell-alternating-curl.gif,d1418605-e3f8-4ce8-8877-5a09fa682052,98334714-b20d-4c97-a9d9-e544e51a0c02
